Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1575,CA-2021-222414,04/02/2021,04/07/2021,Second Class,CG-30751,Customer_0063,Home Office,United States,Seattle,Texas,53979,West,TEC-7745,Technology,Computers,Lenovo ThinkPad,1036.34,3,0.4,31.09
1576,CA-2023-910040,10/23/2023,10/26/2023,First Class,CG-89876,Customer_0114,Corporate,United States,New York,New York,44564,Central,TEC-9388,Technology,Computers,HP EliteBook,1200.72,3,0.2,228.14
1577,CA-2022-359540,05/30/2022,06/03/2022,Same Day,CG-69482,Customer_0163,Home Office,United States,Houston,New York,46271,East,TEC-6906,Furniture,Tables,Bush Furniture,307.42,1,0.3,12.3
1578,CA-2020-502284,12/29/2020,01/03/2021,Same Day,CG-58618,Customer_0086,Home Office,United States,New York,Texas,73953,South,TEC-7391,Technology,Accessories,Anker USB-C Hub,667.69,2,0.0,233.69
1579,CA-2020-414726,11/18/2020,11/21/2020,Standard Class,CG-44943,Customer_0122,Corporate,United States,Los Angeles,New York,62995,East,TEC-7076,Office Supplies,Labels,Avery Address Labels,566.45,10,0.4,73.64
1580,CA-2020-318500,11/22/2020,11/25/2020,Same Day,CG-26683,Customer_0196,Home Office,United States,Seattle,Washington,54444,South,TEC-5093,Furniture,Furnishings,Eldon Wave Desk,1750.39,6,0.3,70.02
1581,CA-2020-455210,11/11/2020,11/14/2020,Same Day,CG-20721,Customer_0041,Home Office,United States,Houston,Florida,35757,East,TEC-9962,Office Supplies,Art,Faber-Castell,260.29,10,0.0,117.13
1582,CA-2021-358317,04/04/2021,04/07/2021,Standard Class,CG-64127,Customer_0026,Corporate,United States,Seattle,New York,48801,Central,TEC-8706,Technology,Accessories,Anker USB-C Hub,2982.69,9,0.4,89.48
1583,CA-2023-335513,04/23/2023,04/29/2023,Standard Class,CG-23304,Customer_0101,Home Office,United States,Los Angeles,Florida,21584,East,TEC-1478,Office Supplies,Labels,Pres-a-ply Labels,73.22,2,0.3,15.38
1584,CA-2021-912662,05/16/2021,05/17/2021,Standard Class,CG-22506,Customer_0071,Home Office,United States,Seattle,Florida,73173,South,TEC-1312,Technology,Copiers,Canon ImageCLASS,1565.01,7,0.0,547.75
1585,CA-2023-399342,02/12/2023,02/14/2023,Same Day,CG-35750,Customer_0152,Corporate,United States,Houston,Florida,34109,South,TEC-6297,Office Supplies,Storage,Iris Weathertight,98.85,4,0.0,44.48
1586,CA-2023-461205,08/08/2023,08/11/2023,Same Day,CG-36884,Customer_0049,Home Office,United States,New York,Florida,28178,East,TEC-5924,Office Supplies,Labels,Pres-a-ply Labels,106.63,3,0.2,30.92
1587,CA-2020-290339,01/24/2020,01/26/2020,Same Day,CG-60235,Customer_0184,Corporate,United States,Seattle,Florida,21590,South,TEC-7717,Office Supplies,Storage,Iris Weathertight,119.48,2,0.0,53.77
1588,CA-2022-134457,07/13/2022,07/19/2022,Standard Class,CG-61069,Customer_0028,Consumer,United States,Chicago,Washington,13609,West,TEC-2861,Furniture,Tables,Safco Writing Desk,1081.01,6,0.0,302.68
1589,CA-2022-304144,04/01/2022,04/08/2022,Second Class,CG-40359,Customer_0070,Corporate,United States,Los Angeles,Florida,97278,East,TEC-7869,Office Supplies,Labels,Maco Labels,213.55,10,0.0,96.1
1590,CA-2022-192915,09/14/2022,09/20/2022,Standard Class,CG-19326,Customer_0112,Corporate,United States,Seattle,New York,14941,East,TEC-2210,Office Supplies,Storage,Iris Weathertight,62.52,2,0.2,18.13
1591,CA-2021-909143,05/29/2021,06/03/2021,Standard Class,CG-16233,Customer_0080,Home Office,United States,Los Angeles,California,29729,West,TEC-9677,Technology,Copiers,Canon ImageCLASS,2156.68,5,0.0,754.84
1592,CA-2023-751002,02/24/2023,03/03/2023,Standard Class,CG-42302,Customer_0075,Consumer,United States,New York,New York,43792,South,TEC-9223,Furniture,Chairs,Steelcase Leap,3373.32,9,0.0,944.53
1593,CA-2021-164365,11/05/2021,11/08/2021,Same Day,CG-84117,Customer_0172,Consumer,United States,Houston,Washington,23066,Central,TEC-4365,Technology,Phones,Apple iPhone 14,1673.96,6,0.4,50.22
1594,CA-2023-929125,01/18/2023,01/22/2023,Same Day,CG-25205,Customer_0053,Consumer,United States,New York,Washington,99370,West,TEC-6069,Technology,Accessories,Anker USB-C Hub,1084.17,2,0.0,379.46
1595,CA-2020-403382,02/03/2020,02/05/2020,Standard Class,CG-25627,Customer_0034,Home Office,United States,Houston,Texas,51564,Central,TEC-3239,Furniture,Chairs,HON 5700 Chair,2375.2,9,0.0,665.06
1596,CA-2022-614703,09/19/2022,09/25/2022,Same Day,CG-48609,Customer_0110,Consumer,United States,Seattle,California,41305,West,TEC-2305,Office Supplies,Paper,Xerox 4200,431.72,8,0.3,90.66
1597,CA-2020-277544,03/17/2020,03/23/2020,Second Class,CG-94071,Customer_0039,Consumer,United States,Chicago,Texas,16276,South,TEC-2247,Furniture,Chairs,IKEA Markus,1088.7,7,0.2,130.64
1598,CA-2023-794041,12/25/2023,12/27/2023,Second Class,CG-60926,Customer_0018,Corporate,United States,Seattle,Texas,55140,West,TEC-6523,Furniture,Tables,Lorell Mahogany,227.74,1,0.4,-9.11
1599,CA-2020-245679,12/08/2020,12/11/2020,First Class,CG-47092,Customer_0125,Home Office,United States,New York,Florida,86513,East,TEC-9893,Office Supplies,Art,Dixon Ticonderoga,278.68,5,0.0,125.41
1600,CA-2023-631296,05/08/2023,05/14/2023,Second Class,CG-17648,Customer_0008,Corporate,United States,New York,Washington,92400,Central,TEC-6582,Office Supplies,Labels,Maco Labels,249.32,7,0.2,72.3
1601,CA-2022-252719,06/05/2022,06/09/2022,Second Class,CG-68753,Customer_0164,Home Office,United States,New York,Florida,30455,Central,TEC-7385,Office Supplies,Art,Sanford Pencils,207.37,6,0.2,60.14
1602,CA-2022-599553,04/07/2022,04/09/2022,Standard Class,CG-96944,Customer_0011,Consumer,United States,Chicago,Texas,24579,Central,TEC-4645,Furniture,Bookcases,Sauder Bookcase,1103.48,5,0.0,308.97
1603,CA-2020-915822,01/11/2020,01/18/2020,Standard Class,CG-10674,Customer_0001,Home Office,United States,Houston,Florida,80974,South,TEC-1966,Office Supplies,Art,Sanford Pencils,108.11,5,0.5,5.41
1604,CA-2023-276685,10/08/2023,10/11/2023,Second Class,CG-75732,Customer_0185,Consumer,United States,New York,Texas,96455,West,TEC-3643,Furniture,Tables,Bush Furniture,380.78,3,0.4,-15.23
1605,CA-2020-113810,10/13/2020,10/15/2020,First Class,CG-71740,Customer_0084,Consumer,United States,Seattle,New York,56912,East,TEC-5868,Office Supplies,Paper,Hammermill Copy Paper,126.73,3,0.2,36.75
1606,CA-2020-339256,03/06/2020,03/07/2020,First Class,CG-23340,Customer_0181,Consumer,United States,Los Angeles,Texas,97426,Central,TEC-1486,Technology,Phones,Motorola Edge,2764.72,9,0.0,967.65
1607,CA-2021-929995,10/05/2021,10/07/2021,Same Day,CG-47914,Customer_0031,Home Office,United States,Chicago,Florida,82944,Central,TEC-1670,Furniture,Tables,Safco Writing Desk,2457.11,9,0.0,687.99
1608,CA-2023-992849,05/11/2023,05/18/2023,Standard Class,CG-13110,Customer_0077,Consumer,United States,Seattle,Texas,53178,South,TEC-4974,Office Supplies,Paper,Hammermill Copy Paper,171.2,3,0.0,77.04
1609,CA-2021-938721,09/09/2021,09/10/2021,Same Day,CG-47727,Customer_0188,Home Office,United States,Los Angeles,Washington,14772,Central,TEC-3871,Technology,Phones,Motorola Edge,1575.82,5,0.4,47.27
1610,CA-2020-806413,06/23/2020,06/29/2020,Second Class,CG-70903,Customer_0143,Home Office,United States,New York,New York,22759,East,TEC-4635,Technology,Copiers,Canon ImageCLASS,2394.53,6,0.0,838.09
1611,CA-2023-434429,09/15/2023,09/20/2023,First Class,CG-82423,Customer_0083,Corporate,United States,Houston,Texas,87641,South,TEC-6014,Furniture,Tables,Bush Furniture,1918.46,7,0.0,537.17
1612,CA-2023-974633,11/30/2023,12/07/2023,Same Day,CG-89002,Customer_0111,Home Office,United States,New York,Texas,57092,West,TEC-3510,Office Supplies,Storage,Fellowes Bankers Box,557.92,10,0.0,251.06
1613,CA-2022-582028,11/30/2022,12/05/2022,Second Class,CG-40609,Customer_0116,Corporate,United States,Chicago,Florida,15666,South,TEC-2359,Technology,Copiers,Canon ImageCLASS,355.4,1,0.4,10.66
1614,CA-2022-413357,03/28/2022,03/31/2022,Standard Class,CG-28351,Customer_0092,Consumer,United States,New York,Washington,46746,East,TEC-4185,Furniture,Furnishings,Deflecto Docuholder,918.25,4,0.0,257.11
1615,CA-2022-382437,09/07/2022,09/13/2022,First Class,CG-70271,Customer_0199,Corporate,United States,Los Angeles,Texas,11199,South,TEC-9708,Office Supplies,Labels,Avery Address Labels,539.55,10,0.2,156.47
1616,CA-2021-904040,07/31/2021,08/06/2021,Standard Class,CG-45901,Customer_0021,Corporate,United States,Los Angeles,Texas,24497,East,TEC-6423,Technology,Computers,HP EliteBook,855.11,3,0.0,299.29
1617,CA-2021-395476,12/01/2021,12/03/2021,Standard Class,CG-60354,Customer_0045,Corporate,United States,Seattle,Florida,11959,South,TEC-3656,Office Supplies,Binders,Cardinal Showcase,301.69,9,0.5,15.08
1618,CA-2021-750728,07/22/2021,07/24/2021,First Class,CG-98559,Customer_0154,Corporate,United States,Chicago,New York,39129,Central,TEC-2352,Furniture,Chairs,HON 5700 Chair,721.62,4,0.0,202.05
1619,CA-2021-734494,10/21/2021,10/27/2021,Same Day,CG-61420,Customer_0048,Home Office,United States,Seattle,Washington,21881,East,TEC-8251,Office Supplies,Art,Sanford Pencils,31.18,1,0.0,14.03
1620,CA-2020-416707,11/19/2020,11/20/2020,Standard Class,CG-63381,Customer_0119,Home Office,United States,Los Angeles,California,57078,South,TEC-4944,Furniture,Tables,Bush Furniture,996.92,3,0.0,279.14
1621,CA-2023-959210,04/24/2023,04/26/2023,First Class,CG-14327,Customer_0056,Consumer,United States,Los Angeles,Washington,30564,South,TEC-9193,Furniture,Tables,Lorell Mahogany,224.05,1,0.0,62.73
1622,CA-2020-211403,04/02/2020,04/05/2020,Second Class,CG-94277,Customer_0063,Consumer,United States,Chicago,Washington,39582,Central,TEC-9018,Technology,Computers,Dell Inspiron 15,367.19,1,0.0,128.52
1623,CA-2023-843160,05/22/2023,05/26/2023,First Class,CG-66398,Customer_0026,Corporate,United States,Los Angeles,New York,54631,West,TEC-7169,Office Supplies,Binders,Avery Heavy Duty,45.85,1,0.0,20.63
1624,CA-2023-707510,10/18/2023,10/21/2023,Second Class,CG-39740,Customer_0001,Corporate,United States,Chicago,New York,27919,South,TEC-4839,Technology,Accessories,Anker USB-C Hub,3236.42,10,0.5,-161.82
1625,CA-2020-869567,06/18/2020,06/22/2020,First Class,CG-42120,Customer_0114,Consumer,United States,New York,Washington,48759,South,TEC-6779,Furniture,Chairs,Steelcase Leap,1315.27,6,0.5,-157.83
1626,CA-2021-456496,02/05/2021,02/11/2021,Standard Class,CG-55167,Customer_0046,Home Office,United States,Houston,Florida,18768,West,TEC-3048,Technology,Copiers,HP LaserJet Pro,4113.75,7,0.4,123.41
1627,CA-2020-526539,02/24/2020,03/02/2020,Standard Class,CG-91913,Customer_0016,Consumer,United States,Los Angeles,New York,19076,East,TEC-2865,Office Supplies,Binders,Fellowes Binder,234.43,6,0.0,105.49
1628,CA-2022-451587,03/11/2022,03/15/2022,Second Class,CG-27758,Customer_0039,Consumer,United States,Houston,California,80667,South,TEC-6828,Technology,Copiers,Brother HL-L2350DW,3624.36,8,0.1,978.58
1629,CA-2023-534199,04/14/2023,04/16/2023,Second Class,CG-75271,Customer_0022,Consumer,United States,Chicago,New York,89465,West,TEC-6104,Technology,Copiers,Brother HL-L2350DW,4393.66,9,0.3,483.3
1630,CA-2021-697476,01/29/2021,01/30/2021,Second Class,CG-41888,Customer_0180,Home Office,United States,New York,New York,28769,West,TEC-5254,Technology,Computers,HP EliteBook,3054.98,6,0.1,824.84
1631,CA-2022-208298,06/14/2022,06/17/2022,Same Day,CG-96390,Customer_0142,Consumer,United States,Houston,Florida,54891,South,TEC-2172,Furniture,Tables,Safco Writing Desk,2509.93,8,0.2,301.19
1632,CA-2021-954091,11/29/2021,12/01/2021,Same Day,CG-56281,Customer_0042,Home Office,United States,Houston,Florida,48382,East,TEC-4014,Technology,Phones,Apple iPhone 14,2334.6,5,0.0,817.11
1633,CA-2022-431268,06/01/2022,06/05/2022,First Class,CG-38915,Customer_0064,Corporate,United States,Chicago,Florida,51158,East,TEC-7322,Furniture,Chairs,HON 5700 Chair,1366.16,8,0.2,163.94
1634,CA-2023-272686,06/10/2023,06/14/2023,First Class,CG-85727,Customer_0074,Home Office,United States,Chicago,California,12841,South,TEC-6027,Furniture,Furnishings,Rogers Easel,1360.85,5,0.0,381.04
1635,CA-2022-442874,04/13/2022,04/19/2022,Same Day,CG-79970,Customer_0086,Consumer,United States,Los Angeles,California,65273,East,TEC-3070,Furniture,Chairs,Steelcase Leap,1574.03,10,0.4,-62.96
1636,CA-2022-712690,07/05/2022,07/09/2022,Second Class,CG-43738,Customer_0176,Corporate,United States,Los Angeles,California,27169,South,TEC-2806,Technology,Computers,Lenovo ThinkPad,2885.17,6,0.5,-144.26
1637,CA-2021-583885,09/08/2021,09/12/2021,Standard Class,CG-47601,Customer_0089,Corporate,United States,Seattle,Florida,27949,Central,TEC-7120,Technology,Computers,Dell Inspiron 15,1268.33,4,0.5,-63.42
1638,CA-2020-198154,08/26/2020,09/02/2020,First Class,CG-69347,Customer_0143,Home Office,United States,Los Angeles,New York,35305,Central,TEC-8286,Office Supplies,Binders,Cardinal Showcase,28.14,1,0.0,12.66
1639,CA-2023-611954,08/14/2023,08/20/2023,Same Day,CG-68362,Customer_0004,Corporate,United States,Los Angeles,Florida,92593,East,TEC-4599,Office Supplies,Binders,Fellowes Binder,163.33,5,0.4,21.23
1640,CA-2023-128381,10/06/2023,10/08/2023,Standard Class,CG-98590,Customer_0133,Corporate,United States,Seattle,Texas,26580,South,TEC-7352,Technology,Phones,Apple iPhone 14,1190.75,2,0.0,416.76
1641,CA-2021-124055,06/02/2021,06/09/2021,Second Class,CG-80812,Customer_0155,Corporate,United States,Houston,California,37111,East,TEC-7245,Technology,Computers,HP EliteBook,3762.22,8,0.4,112.87
1642,CA-2020-125193,01/18/2020,01/25/2020,First Class,CG-64959,Customer_0072,Home Office,United States,New York,California,34614,Central,TEC-3385,Office Supplies,Storage,Iris Weathertight,278.13,5,0.0,125.16
1643,CA-2021-181207,06/19/2021,06/24/2021,Standard Class,CG-53489,Customer_0075,Corporate,United States,New York,Florida,55217,Central,TEC-9693,Technology,Computers,HP EliteBook,529.95,1,0.0,185.48
1644,CA-2023-399726,11/16/2023,11/22/2023,First Class,CG-93631,Customer_0018,Consumer,United States,Chicago,California,45643,West,TEC-4964,Office Supplies,Binders,Avery Heavy Duty,444.15,9,0.0,199.87
1645,CA-2020-647818,05/10/2020,05/13/2020,Standard Class,CG-45971,Customer_0132,Home Office,United States,Los Angeles,Florida,50670,South,TEC-8505,Furniture,Bookcases,Sauder Bookcase,1333.64,4,0.1,266.73
1646,CA-2021-641400,10/16/2021,10/19/2021,First Class,CG-59995,Customer_0073,Corporate,United States,New York,Florida,69087,West,TEC-9993,Technology,Phones,Motorola Edge,241.24,1,0.4,7.24
1647,CA-2021-524461,06/21/2021,06/22/2021,Second Class,CG-73403,Customer_0180,Consumer,United States,Houston,California,23985,West,TEC-6993,Office Supplies,Binders,Avery Heavy Duty,412.9,8,0.0,185.8
1648,CA-2022-966754,11/22/2022,11/26/2022,Same Day,CG-67480,Customer_0092,Home Office,United States,Seattle,New York,97031,South,TEC-4263,Office Supplies,Art,Sanford Pencils,85.5,2,0.5,4.27
1649,CA-2020-662361,11/23/2020,11/27/2020,Second Class,CG-59142,Customer_0049,Corporate,United States,Chicago,Washington,18778,West,TEC-6697,Furniture,Chairs,IKEA Markus,2047.26,6,0.3,81.89
1650,CA-2022-359485,05/14/2022,05/17/2022,Second Class,CG-47000,Customer_0041,Corporate,United States,Houston,New York,22355,South,TEC-8669,Office Supplies,Paper,Georgia-Pacific,179.26,6,0.1,66.33
1651,CA-2023-545982,12/05/2023,12/09/2023,Same Day,CG-81834,Customer_0125,Home Office,United States,Los Angeles,California,36528,Central,TEC-1105,Office Supplies,Binders,Avery Heavy Duty,249.46,6,0.2,72.34
1652,CA-2020-550885,11/06/2020,11/13/2020,Second Class,CG-43429,Customer_0082,Consumer,United States,Chicago,California,31575,Central,TEC-6241,Technology,Computers,HP EliteBook,1174.79,3,0.4,35.24
1653,CA-2020-957928,09/14/2020,09/21/2020,Second Class,CG-11003,Customer_0138,Home Office,United States,Houston,New York,11045,Central,TEC-8482,Furniture,Furnishings,Deflecto Docuholder,504.42,4,0.5,-60.53
1654,CA-2021-226741,04/03/2021,04/08/2021,First Class,CG-28377,Customer_0082,Consumer,United States,Houston,Washington,61109,East,TEC-4250,Furniture,Furnishings,Eldon Wave Desk,2839.71,8,0.0,795.12
1655,CA-2020-851124,01/03/2020,01/10/2020,First Class,CG-28456,Customer_0050,Corporate,United States,Chicago,Florida,38391,West,TEC-1849,Technology,Copiers,Canon ImageCLASS,687.82,3,0.0,240.74
1656,CA-2021-226153,12/15/2021,12/21/2021,Same Day,CG-24199,Customer_0097,Corporate,United States,Seattle,Florida,55857,South,TEC-7533,Office Supplies,Art,Faber-Castell,100.59,2,0.4,13.08
1657,CA-2022-649469,04/04/2022,04/11/2022,Second Class,CG-35529,Customer_0074,Corporate,United States,New York,California,90608,South,TEC-7007,Furniture,Bookcases,Sauder Bookcase,2773.5,10,0.4,-110.94
1658,CA-2020-754461,11/07/2020,11/09/2020,Second Class,CG-33894,Customer_0033,Consumer,United States,Seattle,California,43865,Central,TEC-4995,Technology,Copiers,Brother HL-L2350DW,1671.06,6,0.5,-83.55
1659,CA-2023-541800,07/01/2023,07/07/2023,Standard Class,CG-24944,Customer_0086,Corporate,United States,Seattle,California,20828,West,TEC-6386,Furniture,Chairs,Steelcase Leap,1222.8,5,0.1,244.56
1660,CA-2020-628397,03/17/2020,03/23/2020,Standard Class,CG-27635,Customer_0103,Corporate,United States,Seattle,Washington,37385,West,TEC-5286,Technology,Phones,Samsung Galaxy S23,1102.87,3,0.0,386.0
1661,CA-2022-475554,08/17/2022,08/20/2022,Same Day,CG-21699,Customer_0154,Consumer,United States,New York,Texas,84770,South,TEC-7601,Office Supplies,Paper,Hammermill Copy Paper,189.37,6,0.1,70.07
1662,CA-2022-994502,08/24/2022,08/29/2022,First Class,CG-98968,Customer_0062,Consumer,United States,New York,New York,22008,West,TEC-9107,Furniture,Furnishings,Deflecto Docuholder,3204.29,9,0.4,-128.17
1663,CA-2023-664895,11/19/2023,11/21/2023,First Class,CG-44585,Customer_0152,Consumer,United States,Houston,New York,48023,South,TEC-1042,Furniture,Bookcases,Sauder Bookcase,1444.47,9,0.4,-57.78
1664,CA-2020-190555,03/21/2020,03/28/2020,First Class,CG-97364,Customer_0192,Corporate,United States,New York,Texas,21274,West,TEC-1394,Office Supplies,Paper,Hammermill Copy Paper,320.8,9,0.0,144.36
1665,CA-2023-783359,02/19/2023,02/26/2023,Second Class,CG-17473,Customer_0166,Home Office,United States,Los Angeles,New York,51978,Central,TEC-7894,Furniture,Tables,Safco Writing Desk,2754.82,8,0.4,-110.19
1666,CA-2023-857472,09/04/2023,09/06/2023,Standard Class,CG-87245,Customer_0014,Home Office,United States,Seattle,Washington,40775,South,TEC-2080,Office Supplies,Paper,Hammermill Copy Paper,112.57,2,0.0,50.66
1667,CA-2023-652313,02/06/2023,02/10/2023,Second Class,CG-54030,Customer_0179,Corporate,United States,New York,Texas,81271,West,TEC-3944,Office Supplies,Binders,Cardinal Showcase,528.18,9,0.0,237.68
1668,CA-2023-537422,07/03/2023,07/09/2023,Same Day,CG-21602,Customer_0063,Corporate,United States,Houston,New York,79964,West,TEC-1405,Office Supplies,Paper,Hammermill Copy Paper,241.26,5,0.5,12.06
1669,CA-2022-994487,11/14/2022,11/21/2022,First Class,CG-70144,Customer_0179,Corporate,United States,Houston,California,55545,West,TEC-4609,Technology,Computers,Lenovo ThinkPad,2855.76,7,0.3,314.13
1670,CA-2020-108773,05/30/2020,06/06/2020,Same Day,CG-75168,Customer_0052,Home Office,United States,Houston,Washington,76039,West,TEC-5754,Technology,Accessories,Belkin Charger,5208.76,9,0.1,1406.37
1671,CA-2020-528020,10/12/2020,10/13/2020,First Class,CG-94887,Customer_0008,Home Office,United States,New York,Florida,73677,West,TEC-7998,Office Supplies,Storage,Fellowes Bankers Box,309.79,7,0.5,15.49
1672,CA-2022-790174,09/07/2022,09/13/2022,Second Class,CG-63630,Customer_0061,Corporate,United States,Seattle,Washington,97136,West,TEC-6857,Office Supplies,Art,Faber-Castell,383.53,7,0.0,172.59
1673,CA-2020-293017,02/20/2020,02/21/2020,Same Day,CG-66656,Customer_0112,Corporate,United States,Seattle,Washington,11467,South,TEC-4190,Office Supplies,Paper,Xerox 4200,188.13,7,0.0,84.66
1674,CA-2022-586329,07/05/2022,07/11/2022,First Class,CG-86124,Customer_0150,Consumer,United States,Chicago,Washington,80183,South,TEC-2739,Technology,Copiers,HP LaserJet Pro,824.71,3,0.0,288.65
1675,CA-2020-732565,10/04/2020,10/07/2020,Same Day,CG-59831,Customer_0076,Consumer,United States,Seattle,New York,83012,Central,TEC-7051,Office Supplies,Art,Faber-Castell,208.73,8,0.3,43.83
1676,CA-2022-214672,12/25/2022,12/26/2022,Same Day,CG-53209,Customer_0124,Home Office,United States,Seattle,New York,84928,Central,TEC-2146,Technology,Phones,Motorola Edge,1249.6,5,0.5,-62.48
1677,CA-2020-779778,10/11/2020,10/16/2020,Standard Class,CG-50418,Customer_0135,Corporate,United States,New York,California,95391,Central,TEC-6915,Furniture,Bookcases,Sauder Bookcase,2323.97,9,0.0,650.71
1678,CA-2020-688437,03/30/2020,03/31/2020,Same Day,CG-55820,Customer_0164,Corporate,United States,New York,New York,94221,East,TEC-1272,Furniture,Bookcases,IKEA Billy,767.14,3,0.5,-92.06
1679,CA-2020-166907,10/16/2020,10/21/2020,Same Day,CG-91993,Customer_0010,Corporate,United States,Chicago,New York,84923,East,TEC-1376,Technology,Phones,Apple iPhone 14,1007.87,3,0.0,352.75
1680,CA-2022-734103,04/02/2022,04/08/2022,Second Class,CG-25606,Customer_0163,Home Office,United States,New York,Florida,32039,Central,TEC-1685,Technology,Computers,Dell Inspiron 15,2161.57,4,0.4,64.85
1681,CA-2020-503591,01/28/2020,02/04/2020,Same Day,CG-28204,Customer_0067,Home Office,United States,Seattle,Florida,57642,South,TEC-4919,Office Supplies,Paper,Hammermill Copy Paper,157.49,3,0.0,70.87
1682,CA-2022-419894,08/19/2022,08/26/2022,Same Day,CG-96945,Customer_0153,Corporate,United States,Houston,Florida,43516,Central,TEC-1814,Technology,Accessories,Anker USB-C Hub,1045.41,2,0.2,198.63
1683,CA-2022-329501,02/18/2022,02/23/2022,First Class,CG-53293,Customer_0186,Consumer,United States,Chicago,Florida,95893,South,TEC-8030,Technology,Accessories,Belkin Charger,1506.3,5,0.3,165.69
1684,CA-2023-688842,01/29/2023,02/03/2023,Second Class,CG-96684,Customer_0091,Home Office,United States,Seattle,Florida,92572,South,TEC-3621,Furniture,Tables,Bush Furniture,1258.35,5,0.2,151.0
1685,CA-2022-261750,05/02/2022,05/09/2022,Standard Class,CG-96900,Customer_0118,Corporate,United States,Chicago,Washington,71734,South,TEC-1074,Technology,Copiers,HP LaserJet Pro,2035.17,5,0.1,549.5
1686,CA-2022-788796,11/06/2022,11/11/2022,First Class,CG-49422,Customer_0063,Home Office,United States,Houston,Washington,54199,Central,TEC-9774,Technology,Computers,Lenovo ThinkPad,3560.07,7,0.1,961.22
1687,CA-2020-724826,03/05/2020,03/08/2020,Second Class,CG-79731,Customer_0069,Corporate,United States,Houston,New York,11073,West,TEC-1837,Office Supplies,Storage,Storex Dura,34.45,1,0.0,15.5
1688,CA-2022-338316,07/26/2022,07/28/2022,Same Day,CG-28596,Customer_0152,Corporate,United States,Chicago,Texas,97419,Central,TEC-1078,Technology,Computers,Lenovo ThinkPad,478.78,1,0.5,-23.94
1689,CA-2021-215279,05/09/2021,05/14/2021,First Class,CG-15039,Customer_0174,Consumer,United States,New York,Texas,55022,West,TEC-1379,Technology,Copiers,Canon ImageCLASS,2541.83,6,0.3,279.6
1690,CA-2023-586534,09/09/2023,09/11/2023,First Class,CG-99624,Customer_0176,Home Office,United States,Los Angeles,New York,74418,West,TEC-6416,Furniture,Tables,Lorell Mahogany,1384.72,4,0.0,387.72
1691,CA-2021-274975,01/20/2021,01/21/2021,Same Day,CG-56919,Customer_0048,Corporate,United States,Chicago,New York,82267,West,TEC-8112,Technology,Computers,Dell Inspiron 15,2582.65,6,0.2,490.7
1692,CA-2023-334298,10/15/2023,10/19/2023,Second Class,CG-82614,Customer_0184,Home Office,United States,Chicago,Texas,48345,East,TEC-6606,Office Supplies,Storage,Fellowes Bankers Box,40.94,1,0.5,2.05
1693,CA-2020-599789,06/13/2020,06/16/2020,First Class,CG-55091,Customer_0092,Corporate,United States,Los Angeles,Florida,14096,South,TEC-7846,Technology,Phones,Motorola Edge,1318.69,4,0.0,461.54
1694,CA-2020-362332,10/04/2020,10/08/2020,Same Day,CG-22513,Customer_0036,Consumer,United States,Chicago,Florida,59093,East,TEC-7933,Office Supplies,Binders,Cardinal Showcase,223.93,8,0.5,11.2
1695,CA-2020-651256,12/07/2020,12/14/2020,Standard Class,CG-76999,Customer_0168,Corporate,United States,Houston,New York,11850,South,TEC-1970,Furniture,Chairs,HON 5700 Chair,925.31,7,0.2,111.04
1696,CA-2022-748509,05/18/2022,05/23/2022,First Class,CG-19667,Customer_0112,Home Office,United States,Houston,California,50732,East,TEC-6498,Technology,Copiers,Canon ImageCLASS,516.04,1,0.1,139.33
1697,CA-2020-810074,03/07/2020,03/13/2020,Same Day,CG-67765,Customer_0059,Home Office,United States,New York,New York,38221,Central,TEC-5594,Office Supplies,Labels,Pres-a-ply Labels,231.42,9,0.0,104.14
1698,CA-2021-252305,04/14/2021,04/21/2021,First Class,CG-89666,Customer_0063,Corporate,United States,Chicago,Texas,16055,West,TEC-3371,Furniture,Bookcases,Sauder Bookcase,1437.77,5,0.0,402.58
1699,CA-2023-563012,02/06/2023,02/08/2023,Same Day,CG-71152,Customer_0048,Home Office,United States,Seattle,California,24444,East,TEC-6426,Technology,Computers,HP EliteBook,1165.66,3,0.3,128.22
1700,CA-2021-646661,08/22/2021,08/27/2021,Second Class,CG-94790,Customer_0077,Consumer,United States,Houston,Washington,58825,West,TEC-4686,Office Supplies,Storage,Iris Weathertight,138.82,5,0.0,62.47
1701,CA-2020-436271,06/22/2020,06/23/2020,Standard Class,CG-63477,Customer_0038,Home Office,United States,Seattle,California,98230,East,TEC-8662,Office Supplies,Labels,Maco Labels,197.98,8,0.0,89.09
1702,CA-2023-982746,05/23/2023,05/25/2023,Same Day,CG-28514,Customer_0176,Home Office,United States,New York,California,75984,South,TEC-9014,Furniture,Chairs,Steelcase Leap,1357.23,4,0.0,380.02
1703,CA-2021-925068,04/13/2021,04/20/2021,First Class,CG-68019,Customer_0056,Home Office,United States,Houston,Florida,73444,East,TEC-2866,Technology,Phones,Motorola Edge,2686.27,9,0.0,940.19
1704,CA-2020-774726,02/25/2020,02/28/2020,First Class,CG-55384,Customer_0153,Home Office,United States,Seattle,California,58910,East,TEC-4219,Office Supplies,Labels,Pres-a-ply Labels,315.94,8,0.5,15.8
